iter	Accuracy	Logloss
86	1	0.01563668822
87	1	0.01521366627
88	1	0.01499065716
89	1	0.0147257752
90	1	0.01457437019
91	1	0.01407948709
92	1	0.01391287732
93	1	0.01351863902
94	1	0.01340125702
95	1	0.01330178483
96	1	0.01305765907
97	1	0.01281241154
98	1	0.01269163227
99	1	0.01242656339
100	1	0.01207018061
101	1	0.01179537703
102	1	0.01168319624
103	1	0.01140914056
104	1	0.01128670532
105	1	0.01104218876
106	1	0.01078596709
107	1	0.01060913619
108	1	0.01043979186
109	1	0.01024246128
110	1	0.01003708371
111	1	0.009933828546
112	1	0.009818557376
113	1	0.009698390691
114	1	0.009520873646
115	1	0.009394989196
116	1	0.009200338124
117	1	0.009086885072
118	1	0.008946023367
119	1	0.008876010278
120	1	0.008735239439
121	1	0.008593790456
122	1	0.008486925304
123	1	0.008353906937
124	1	0.008263053109
125	1	0.008100027638
126	1	0.008016499673
127	1	0.007893649372
128	1	0.007819812536
129	1	0.007673989975
130	1	0.007599390601
131	1	0.007524817414
132	1	0.007427345962
133	1	0.007352193206
134	1	0.007278258799
135	1	0.007199762277
136	1	0.007105193339
137	1	0.007043295117
138	1	0.006980728344
139	1	0.006906854756
140	1	0.00682189583
141	1	0.006764547965
142	1	0.006668107781
143	1	0.006605533306
144	1	0.006528359428
145	1	0.006428842418
146	1	0.00636974349
147	1	0.006311920421
148	1	0.00624382167
149	1	0.006166585079
150	1	0.006102174878
151	1	0.006041858686
152	1	0.005980353867
153	1	0.005924749376
154	1	0.005879030653
155	1	0.005839322037
156	1	0.005796115569
157	1	0.005752218525
158	1	0.005694279507
159	1	0.005642227627
160	1	0.005583876259
161	1	0.005530770653
162	1	0.005490341436
163	1	0.005434686056
164	1	0.005395685925
165	1	0.005360299405
166	1	0.005320381457
167	1	0.00527615024
168	1	0.005239964711
169	1	0.005207284696
170	1	0.005171619181
171	1	0.005137289509
172	1	0.005103629672
173	1	0.005058284423
174	1	0.00502633448
175	1	0.004996822391
176	1	0.004956194748
177	1	0.004925495938
178	1	0.004894045194
179	1	0.004854475854
180	1	0.004823301893
181	1	0.00478521756
182	1	0.00474954499
183	1	0.004713824442
184	1	0.004674103105
185	1	0.004637511807
186	1	0.004607006314
187	1	0.00457282228
188	1	0.004535475158
189	1	0.004507445622
190	1	0.004481266303
191	1	0.004455822074
192	1	0.004429046058
193	1	0.00439470092
194	1	0.004362761965
195	1	0.004332465852
196	1	0.00430243802
197	1	0.004269896177
198	1	0.00424215651
199	1	0.004220886773
200	1	0.00419744557
201	1	0.004174152961
202	1	0.004149685818
203	1	0.004123697392
204	1	0.00410195314
205	1	0.004079426128
206	1	0.004058366017
207	1	0.004029646432
208	1	0.004008479364
209	1	0.003988098351
210	1	0.00396744616
211	1	0.003940317672
212	1	0.003920836778
213	1	0.003896841828
214	1	0.003877164114
215	1	0.00385921111
216	1	0.003833347423
217	1	0.003812800681
218	1	0.003788888596
219	1	0.003772236779
220	1	0.003749537316
221	1	0.003727747976
222	1	0.003707086036
223	1	0.003691261545
224	1	0.003672271594
225	1	0.003655608769
226	1	0.003639109298
227	1	0.003615986995
228	1	0.0035952023
229	1	0.00357887598
230	1	0.003563362406
231	1	0.003543819701
232	1	0.003525235205
233	1	0.003506877406
234	1	0.003488738355
235	1	0.003470820677
236	1	0.003452447822
237	1	0.003435079348
238	1	0.003417077843
239	1	0.003403006126
240	1	0.003388475162
241	1	0.003368258673
242	1	0.003354047827
243	1	0.003337614493
244	1	0.003321286643
245	1	0.003303332223
246	1	0.003286019636
247	1	0.003273247067
248	1	0.003258368386
249	1	0.00324560799
250	1	0.003227924333
251	1	0.003207941319
252	1	0.00319232348
253	1	0.003176139338
254	1	0.00316087397
255	1	0.003143856444
256	1	0.003129442982
257	1	0.003113948264
258	1	0.003099356053
259	1	0.003083804163
260	1	0.003068800773
261	1	0.00305834186
262	1	0.003042500139
263	1	0.003031244836
264	1	0.003015888364
265	1	0.00300472291
266	1	0.002994676072
267	1	0.00298057388
268	1	0.002969805824
269	1	0.00295665929
270	1	0.002943650111
271	1	0.002930775889
272	1	0.002919672974
273	1	0.00290935732
274	1	0.002895122712
275	1	0.002881409436
276	1	0.002868405744
277	1	0.002858460568
278	1	0.002848718444
279	1	0.002836408186
280	1	0.002824483866
281	1	0.002811976556
282	1	0.002800663852
283	1	0.002791186232
284	1	0.002780063424
285	1	0.002767660381
286	1	0.002755685905
287	1	0.00274676775
288	1	0.002735659346
289	1	0.002723975746
290	1	0.002708876644
291	1	0.002698370123
292	1	0.002689718669
293	1	0.002678922304
294	1	0.002667677273
295	1	0.002656540084
296	1	0.002645509016
297	1	0.002635214154
298	1	0.002625013095
299	1	0.002615240346
300	1	0.002607219738
301	1	0.002599153224
302	1	0.002590189082
303	1	0.002579721891
304	1	0.002571743324
305	1	0.002561432759
306	1	0.002550488692
307	1	0.00254288295
308	1	0.002535147609
309	1	0.002527469679
310	1	0.002518119172
311	1	0.002510732382
312	1	0.002500909477
313	1	0.002493623511
314	1	0.002484533654
315	1	0.002477350189
316	1	0.002467793056
317	1	0.002458904278
318	1	0.002449504332
319	1	0.002441023542
320	1	0.002433119229
321	1	0.002424501325
322	1	0.002415954375
323	1	0.002406266545
324	1	0.002399367285
325	1	0.002391011714
326	1	0.002384207468
327	1	0.002375393454
328	1	0.002366653415
329	1	0.002358541138
330	1	0.002347371066
331	1	0.002339605986
332	1	0.002333235
333	1	0.002320125246
334	1	0.002313863624
335	1	0.002305181771
336	1	0.002299009741
337	1	0.002288985852
338	1	0.002281375392
339	1	0.002275197695
340	1	0.002266696547
341	1	0.002258469776
342	1	0.00225106801
343	1	0.002242660219
344	1	0.002234320235
345	1	0.002228522557
346	1	0.002215474385
347	1	0.002209778618
348	1	0.002201669099
349	1	0.002194756634
350	1	0.002187772787
351	1	0.002181026114
352	1	0.002174342295
353	1	0.002168853284
354	1	0.002162048307
355	1	0.002155446656
356	1	0.002148933047
357	1	0.002142269571
358	1	0.002136937105
359	1	0.002128367139
360	1	0.002120869264
361	1	0.002114547381
362	1	0.002109294145
363	1	0.00210306773
364	1	0.002097198178
365	1	0.002091989456
366	1	0.002085193439
367	1	0.002076892944
368	1	0.002071240493
369	1	0.002065060012
370	1	0.002058922174
371	1	0.002052826489
372	1	0.002046947338
373	1	0.002039531577
374	1	0.002033728483
375	1	0.002026415664
376	1	0.002019867558
377	1	0.002015027633
378	1	0.002009195549
379	1	0.00200205805
380	1	0.001996469041
381	1	0.001990198563
382	1	0.001985537631
383	1	0.001980951404
384	1	0.001974021561
385	1	0.00196758322
386	1	0.001961190107
387	1	0.001956634377
388	1	0.001950532823
389	1	0.001940309222
390	1	0.00193585134
391	1	0.001929871448
392	1	0.001925499344
393	1	0.001921117116
394	1	0.00191683751
395	1	0.001910346878
396	1	0.001906039814
397	1	0.001901756345
398	1	0.001897573449
399	1	0.001893369365
400	1	0.001889154718
401	1	0.001884165174
402	1	0.001879994876
403	1	0.001874149699
404	1	0.001870100779
405	1	0.001863920279
406	1	0.001858173563
407	1	0.001852802192
408	1	0.001848777137
409	1	0.001843995595
410	1	0.001840083196
411	1	0.001830979217
412	1	0.001826711254
413	1	0.00182082209
414	1	0.001815326096
415	1	0.001810710634
416	1	0.00180686725
417	1	0.001803187725
418	1	0.001799382997
419	1	0.00179512413
420	1	0.001788366853
421	1	0.00178388293
422	1	0.00177938445
423	1	0.001775712672
424	1	0.001767248708
425	1	0.001761751323
426	1	0.001756923636
427	1	0.001752547839
428	1	0.001749025622
429	1	0.00174364757
430	1	0.001735573073
431	1	0.00173133365
432	1	0.001727830748
433	1	0.001724373015
434	1	0.001720904332
435	1	0.001716664596
436	1	0.001713292465
437	1	0.001708128958
438	1	0.001704314597
439	1	0.001700308445
440	1	0.001694508509
441	1	0.001689724866
442	1	0.001686419769
443	1	0.001682417504
444	1	0.001677705263
445	1	0.001673021679
446	1	0.001668681728
447	1	0.00166543555
448	1	0.001661533978
449	1	0.001658317851
450	1	0.001654451728
451	1	0.001651324468
452	1	0.001644034783
453	1	0.001640425813
454	1	0.001637292935
455	1	0.001632587142
456	1	0.001629542647
457	1	0.001624875136
458	1	0.001621803876
459	1	0.001618027908
460	1	0.001615041871
461	1	0.00161136624
462	1	0.001607037009
463	1	0.001603365846
464	1	0.001600431863
465	1	0.00159682773
466	1	0.001593865794
467	1	0.001590917243
468	1	0.001588004611
469	1	0.001585082404
470	1	0.001581758036
471	1	0.001578238384
472	1	0.001575353019
473	1	0.001571218309
474	1	0.001567241791
475	1	0.001564397733
476	1	0.001561161553
477	1	0.001557104578
478	1	0.001554318887
479	1	0.001550887697
480	1	0.001547511263
481	1	0.0015440858
482	1	0.001540121822
483	1	0.001535932199
484	1	0.001532779881
485	1	0.001528635328
486	1	0.001525037503
487	1	0.001521199417
488	1	0.001517916957
489	1	0.001514840446
490	1	0.001512197865
491	1	0.001506058718
492	1	0.001503029982
493	1	0.001500428687
494	1	0.001497454397
495	1	0.001494854192
496	1	0.001491771096
497	1	0.001489238017
498	1	0.001486063432
499	1	0.0014801163
500	1	0.001477622803
501	1	0.001472235543
502	1	0.001469154455
503	1	0.0014664712
504	1	0.001464022709
505	1	0.001461823262
506	1	0.001459234939
507	1	0.001456003111
508	1	0.001452791004
509	1	0.001450344
510	1	0.001446640704
511	1	0.001443698076
512	1	0.00143810613
513	1	0.001435751449
514	1	0.00143233693
515	1	0.001429874894
516	1	0.001427504731
517	1	0.001424328447
518	1	0.001421438835
519	1	0.001419098717
520	1	0.001415557309
521	1	0.001412703001
522	1	0.001409682708
523	1	0.001406362444
524	1	0.001403547029
525	1	0.001401834194
526	1	0.001399071191
527	1	0.001396802588
528	1	0.001394777922
529	1	0.001392524365
530	1	0.001389767295
531	1	0.001387530864
532	1	0.001385224107
533	1	0.001383003552
534	1	0.001380791655
535	1	0.001377871535
536	1	0.001374523424
537	1	0.001372024194
538	1	0.001368483348
539	1	0.001366353947
540	1	0.001363055557
541	1	0.001359786842
542	1	0.001356696223
543	1	0.001354566109
544	1	0.001351339685
545	1	0.001348132162
546	1	0.001344933515
547	1	0.001341763335
548	1	0.001339678346
549	1	0.00133693317
550	1	0.001334237833
551	1	0.001332176869
552	1	0.001330894815
553	1	0.001328881557
554	1	0.001326362493
555	1	0.001323682787
556	1	0.001321657177
557	1	0.001319675942
558	1	0.001317217135
559	1	0.001315250059
560	1	0.001313289227
561	1	0.00131130018
562	1	0.001309333184
563	1	0.001307373393
564	1	0.001304959425
565	1	0.001302999079
566	1	0.001301081475
567	1	0.001299149714
568	1	0.001296183128
569	1	0.001294415545
570	1	0.001292523689
571	1	0.001290604369
572	1	0.001288691986
573	1	0.001286786498
574	1	0.001283636162
575	1	0.001281780734
576	1	0.001279897265
577	1	0.001276728514
578	1	0.001274736776
579	1	0.001272029229
580	1	0.001269587923
581	1	0.001267739418
582	1	0.001265897465
583	1	0.001263226853
584	1	0.001261398749
585	1	0.00126136971
586	1	0.001259548123
587	1	0.00125741325
588	1	0.001254629362
589	1	0.001251850027
590	1	0.001249603372
591	1	0.001247814433
592	1	0.001245066647
593	1	0.001242728204
594	1	0.001240959004
595	1	0.001239612321
596	1	0.001236912274
597	1	0.001234745585
598	1	0.001232999128
599	1	0.001226581141
600	1	0.00122534306
601	1	0.001223054274
602	1	0.001221371725
603	1	0.001220117604
604	1	0.001218443884
605	1	0.001216338004
606	1	0.001213533749
607	1	0.001211484852
608	1	0.00120981589
609	1	0.00120758752
610	1	0.001207556154
611	1	0.001205886196
612	1	0.001203155207
613	1	0.001199306301
614	1	0.001196777394
615	1	0.001195135979
616	1	0.001193500056
617	1	0.001192451198
618	1	0.001190296523
619	1	0.001188675183
620	1	0.001187089381
621	1	0.001185916053
622	1	0.001184309225
623	1	0.001182737646
624	1	0.001181141291
625	1	0.001179982293
626	1	0.001178424733
627	1	0.001176548113
628	1	0.001174443944
629	1	0.001172379712
630	1	0.001170824651
631	1	0.001168872161
632	1	0.001166899218
633	1	0.001165346941
634	1	0.001159500263
635	1	0.001157996501
636	1	0.001152391101
637	1	0.001150293109
638	1	0.001149388856
639	1	0.001147881551
640	1	0.001145348446
641	1	0.00114387976
642	1	0.001141983867
643	1	0.001140525047
644	1	0.001140501029
645	1	0.001138681278
646	1	0.001137078619
647	1	0.001135147319
648	1	0.001133705819
649	1	0.001132481431
650	1	0.001131020199
651	1	0.001129085094
652	1	0.001126577306
653	1	0.001125132444
654	1	0.001123719337
655	1	0.001121813439
656	1	0.001119600437
657	1	0.00111739829
658	1	0.001115976989
659	1	0.001114560108
660	1	0.001113147626
661	1	0.001111766381
662	1	0.001111766021
663	1	0.001110389763
664	1	0.001108306767
665	1	0.001106657146
666	1	0.00110594737
667	1	0.001104650702
668	1	0.001103276123
669	1	0.00110192101
670	1	0.00110057074
671	1	0.001099197481
672	1	0.001097828409
673	1	0.001096320634
674	1	0.001095160677
675	1	0.001093932124
676	1	0.001092587809
677	1	0.001091262514
678	1	0.001089488943
679	1	0.001087723423
680	1	0.001086410919
681	1	0.001085102334
682	1	0.001083797649
683	1	0.001082688842
684	1	0.001081375693
685	1	0.001080219625
686	1	0.001080218943
687	1	0.001078901571
688	1	0.001078859076
689	1	0.001078858736
690	1	0.001078731331
691	1	0.001076484115
692	1	0.00107518677
693	1	0.00107422475
694	1	0.001072654034
695	1	0.001071547706
696	1	0.001070277482
697	1	0.001068996529
698	1	0.001067284571
699	1	0.001066965576
700	1	0.001065247871
701	1	0.001060378675
702	1	0.001059120649
703	1	0.001057142383
704	1	0.001056999312
705	1	0.001056997791
706	1	0.001056976836
707	1	0.001056044816
708	1	0.001054797075
709	1	0.00105372819
710	1	0.001048987265
711	1	0.001047929898
712	1	0.001046875145
713	1	0.001046839289
714	1	0.001045604309
715	1	0.00104449428
716	1	0.001042851468
717	1	0.001040758123
718	1	0.001036156493
719	1	0.001036125804
720	1	0.001036095117
721	1	0.001035349138
722	1	0.001033764628
723	1	0.001032737841
724	1	0.001032697987
725	1	0.001031673777
726	1	0.001031672554
727	1	0.001030217942
728	1	0.001029031975
729	1	0.001027442475
730	1	0.001026252846
731	1	0.001026154471
732	1	0.001025144123
733	1	0.001024850051
734	1	0.001023964899
735	1	0.001023064001
736	1	0.001023063696
737	1	0.001021633507
738	1	0.001020481644
739	1	0.001019491481
740	1	0.001018503677
741	1	0.00101733659
742	1	0.001016195981
743	1	0.001015035347
744	1	0.001013765087
745	1	0.001012953363
746	1	0.001012821481
747	1	0.001011669409
748	1	0.001010520548
749	1	0.001009553113
750	1	0.001008420042
751	1	0.001008417643
752	1	0.001007277787
753	1	0.001006309525
754	1	0.001005484099
755	1	0.001004520066
756	1	0.001002608826
757	1	0.001002587451
758	1	0.00100233369
759	1	0.001000569236
760	1	0.0009998788485
761	1	0.0009990178234
762	1	0.0009989989727
763	1	0.0009978817804
764	1	0.0009967676501
765	1	0.0009956790624
766	1	0.0009951391178
767	1	0.0009948872797
768	1	0.0009929796086
769	1	0.0009927219496
770	1	0.0009915707304
771	1	0.0009904927982
772	1	0.0009893960478
773	1	0.0009893914211
774	1	0.0009879309487
775	1	0.0009862160458
776	1	0.0009843760127
777	1	0.0009833143565
778	1	0.0009824120283
779	1	0.0009809831049
780	1	0.000979907445
781	1	0.0009782210988
782	1	0.0009781804859
783	1	0.0009771205724
784	1	0.0009763603998
785	1	0.0009754617435
786	1	0.0009752201727
787	1	0.0009738038426
788	1	0.0009727665477
789	1	0.000971720025
790	1	0.0009703149714
791	1	0.0009692645856
792	1	0.000969211168
793	1	0.0009692060144
794	1	0.0009692008608
795	1	0.0009682618752
796	1	0.000968261048
797	1	0.0009682221361
798	1	0.0009681875551
799	1	0.0009674425624
